ANNO,AteneoCOD,AteneoNOME,AteneoREGIONE,CorsoTIPO,COD_FoET2013,DESC_FoET2013,ClasseGENERE,N_ClasseGENERE
2021/2022,03001,Udine - Universita' degli studi,Friuli Venezia Giulia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2021/2022,03001,Udine - Universita' degli studi,Friuli Venezia Giulia,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,1
2021/2022,03001,Udine - Universita' degli studi,Friuli Venezia Giulia,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,1
2021/2022,03001,Udine - Universita' degli studi,Friuli Venezia Giulia,Vecchio Ordinamento,1,Education,Prev_F,1
2021/2022,03001,Udine - Universita' degli studi,Friuli Venezia Giulia,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2021/2022,03001,Udine - Universita' degli studi,Friuli Venezia Giulia,Vecchio Ordinamento,4,"Business, administration and law",Prev_F,1
2021/2022,03001,Udine - Universita' degli studi,Friuli Venezia Giulia,Vecchio Ordinamento,5,"Natural sciences, mathematics and statistics",Prev_M,1
2021/2022,03001,Udine - Universita' degli studi,Friuli Venezia Giulia,Vecchio Ordinamento,6,Information and Communication Technologies (ICTs),Prev_M,1
2021/2022,03001,Udine - Universita' degli studi,Friuli Venezia Giulia,Vecchio Ordinamento,7,"Engineering, manufacturing and construction",Prev_M,1
2021/2022,03001,Udine - Universita' degli studi,Friuli Venezia Giulia,Vecchio Ordinamento,8,"Agriculture, forestry, fisheries and veterinary",Prev_F,1
2021/2022,03001,Udine - Universita' degli studi,Friuli Venezia Giulia,Vecchio Ordinamento,9,Health and welfare,Neutri,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,1,Education,Prev_F,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,2,Arts and humanities,Neutri,2
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,2,Arts and humanities,Prev_F,8
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,2,Arts and humanities,Prev_M,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,3,"Social sciences, journalism and information",Prev_F,9
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,4,"Business, administration and law",Neutri,2
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,4,"Business, administration and law",Prev_F,2
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,5,"Natural sciences, mathematics and statistics",Neutri,3
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,3
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,5,"Natural sciences, mathematics and statistics",Prev_M,6
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,6,Information and Communication Technologies (ICTs),Prev_M,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,7,"Engineering, manufacturing and construction",Neutri,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,7,"Engineering, manufacturing and construction",Prev_M,7
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_F,2
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,3
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea,9,Health and welfare,Prev_F,5
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,1,Education,Prev_F,6
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,2,Arts and humanities,Neutri,3
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,2,Arts and humanities,Prev_F,11
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,2,Arts and humanities,Prev_M,2
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,2
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,8
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_M,3
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,4,"Business, administration and law",Neutri,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,4,"Business, administration and law",Prev_F,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,4,"Business, administration and law",Prev_M,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Neutri,5
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,3
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_M,9
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Prev_M,3
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,7,"Engineering, manufacturing and construction",Neutri,2
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,17
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Prev_F,2
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,2
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,9,Health and welfare,Neutri,3
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale,9,Health and welfare,Prev_F,3
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale Ciclo Unico,1,Education,Prev_F,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Neutri,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",Prev_F,2
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,2
2021/2022,02801,Padova - Universita' degli studi,Veneto,Laurea Magistrale Ciclo Unico,9,Health and welfare,Prev_F,3
2021/2022,02801,Padova - Universita' degli studi,Veneto,Vecchio Ordinamento,1,Education,Prev_F,2
2021/2022,02801,Padova - Universita' degli studi,Veneto,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Vecchio Ordinamento,3,"Social sciences, journalism and information",Prev_F,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Vecchio Ordinamento,4,"Business, administration and law",Prev_F,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Vecchio Ordinamento,5,"Natural sciences, mathematics and statistics",Neutri,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Vecchio Ordinamento,7,"Engineering, manufacturing and construction",Prev_M,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Vecchio Ordinamento,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2021/2022,02801,Padova - Universita' degli studi,Veneto,Vecchio Ordinamento,9,Health and welfare,Neutri,1
2021/2022,02702,Venezia - Universita' IUAV,Veneto,Laurea,2,Arts and humanities,Prev_F,1
2021/2022,02702,Venezia - Universita' IUAV,Veneto,Laurea,7,"Engineering, manufacturing and construction",Neutri,4
2021/2022,02702,Venezia - Universita' IUAV,Veneto,Laurea Magistrale,2,Arts and humanities,Prev_F,2
2021/2022,02702,Venezia - Universita' IUAV,Veneto,Laurea Magistrale,7,"Engineering, manufacturing and construction",Neutri,2
2021/2022,02702,Venezia - Universita' IUAV,Veneto,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,2
2021/2022,02702,Venezia - Universita' IUAV,Veneto,Vecchio Ordinamento,7,"Engineering, manufacturing and construction",Neutri,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea,2,Arts and humanities,Neutri,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea,2,Arts and humanities,Prev_F,7
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea,2,Arts and humanities,Prev_M,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea,3,"Social sciences, journalism and information",Neutri,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea,4,"Business, administration and law",Neutri,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea,5,"Natural sciences, mathematics and statistics",Neutri,2
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea,6,Information and Communication Technologies (ICTs),Prev_M,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea,7,"Engineering, manufacturing and construction",Prev_M,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea,9,Health and welfare,Prev_F,2
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea Magistrale,2,Arts and humanities,Neutri,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea Magistrale,2,Arts and humanities,Prev_F,10
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea Magistrale,2,Arts and humanities,Prev_M,3
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,2
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,6
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_M,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea Magistrale,4,"Business, administration and law",Neutri,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea Magistrale,4,"Business, administration and law",Prev_F,3
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Neutri,2
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,2
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_M,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Neutri,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Prev_M,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea Magistrale,7,"Engineering, manufacturing and construction",Neutri,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Laurea Magistrale,9,Health and welfare,Prev_F,2
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Vecchio Ordinamento,4,"Business, administration and law",Neutri,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Vecchio Ordinamento,5,"Natural sciences, mathematics and statistics",Prev_M,1
2021/2022,02701,Venezia - Universita' Ca' Foscari Venezia,Veneto,Vecchio Ordinamento,6,Information and Communication Technologies (ICTs),Prev_M,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea,1,Education,Prev_F,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea,2,Arts and humanities,Neutri,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea,2,Arts and humanities,Prev_F,5
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea,2,Arts and humanities,Prev_M,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea,3,"Social sciences, journalism and information",Neutri,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea,3,"Social sciences, journalism and information",Prev_F,2
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea,4,"Business, administration and law",Neutri,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea,4,"Business, administration and law",Prev_F,2
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea,5,"Natural sciences, mathematics and statistics",Neutri,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea,6,Information and Communication Technologies (ICTs),Prev_M,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea,7,"Engineering, manufacturing and construction",Neutri,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,2
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea,9,Health and welfare,Prev_F,5
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea,9,Health and welfare,Prev_M,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale,1,Education,Prev_F,3
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale,2,Arts and humanities,Neutri,2
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale,2,Arts and humanities,Prev_F,7
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale,2,Arts and humanities,Prev_M,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,2
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,2
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale,4,"Business, administration and law",Neutri,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale,4,"Business, administration and law",Prev_F,3
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale,4,"Business, administration and law",Prev_M,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,4
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Neutri,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Prev_M,2
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale,9,Health and welfare,Neutri,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale,9,Health and welfare,Prev_F,4
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale Ciclo Unico,1,Education,Prev_F,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,4
2021/2022,02301,Verona - Universita' degli studi,Veneto,Vecchio Ordinamento,1,Education,Prev_F,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Vecchio Ordinamento,4,"Business, administration and law",Neutri,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Vecchio Ordinamento,6,Information and Communication Technologies (ICTs),Prev_M,1
2021/2022,02301,Verona - Universita' degli studi,Veneto,Vecchio Ordinamento,9,Health and welfare,Neutri,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea,2,Arts and humanities,Neutri,2
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea,2,Arts and humanities,Prev_F,5
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea,2,Arts and humanities,Prev_M,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea,3,"Social sciences, journalism and information",Neutri,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea,3,"Social sciences, journalism and information",Prev_F,3
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea,3,"Social sciences, journalism and information",Prev_M,2
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea,4,"Business, administration and law",Neutri,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea,4,"Business, administration and law",Prev_F,2
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea,5,"Natural sciences, mathematics and statistics",Neutri,2
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea,5,"Natural sciences, mathematics and statistics",Prev_M,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea,6,Information and Communication Technologies (ICTs),Prev_M,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea,7,"Engineering, manufacturing and construction",Prev_M,3
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Prev_M,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea,9,Health and welfare,Prev_F,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,2,Arts and humanities,Neutri,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,2,Arts and humanities,Prev_F,8
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,2,Arts and humanities,Prev_M,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,5
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_M,3
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,4,"Business, administration and law",Neutri,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,4,"Business, administration and law",Prev_F,2
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,4,"Business, administration and law",Prev_M,2
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Neutri,2
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_M,2
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Prev_M,3
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,7,"Engineering, manufacturing and construction",Neutri,2
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,7
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,9,Health and welfare,Prev_F,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale,9,Health and welfare,Prev_M,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Neutri,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Prev_M,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Vecchio Ordinamento,2,Arts and humanities,Prev_F,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Vecchio Ordinamento,3,"Social sciences, journalism and information",Neutri,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Vecchio Ordinamento,4,"Business, administration and law",Neutri,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Vecchio Ordinamento,5,"Natural sciences, mathematics and statistics",Prev_F,1
2021/2022,02201,Trento - Universita' degli studi,Trentino Alto Adige,Vecchio Ordinamento,7,"Engineering, manufacturing and construction",Neutri,1
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea,1,Education,Prev_F,1
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea,2,Arts and humanities,Prev_F,1
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea,3,"Social sciences, journalism and information",Prev_F,2
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea,4,"Business, administration and law",Prev_F,1
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea,6,Information and Communication Technologies (ICTs),Prev_M,1
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea,7,"Engineering, manufacturing and construction",Prev_M,2
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea,9,Health and welfare,Prev_F,1
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea Magistrale,2,Arts and humanities,Prev_F,3
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,1
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea Magistrale,4,"Business, administration and law",Neutri,1
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea Magistrale,6,Information and Communication Technologies (ICTs),Prev_M,2
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,2
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Neutri,1
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",Prev_F,1
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea Magistrale,9,Health and welfare,Prev_F,1
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Laurea Magistrale Ciclo Unico,1,Education,Prev_F,1
2021/2022,02101,Bolzano - Libera Universita',Trentino Alto Adige,Vecchio Ordinamento,1,Education,Prev_F,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea,2,Arts and humanities,Neutri,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea,2,Arts and humanities,Prev_F,4
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea,3,"Social sciences, journalism and information",Neutri,2
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea,3,"Social sciences, journalism and information",Prev_F,2
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea,3,"Social sciences, journalism and information",Prev_M,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea,4,"Business, administration and law",Neutri,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea,4,"Business, administration and law",Prev_F,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea,5,"Natural sciences, mathematics and statistics",Neutri,3
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea,5,"Natural sciences, mathematics and statistics",Prev_F,3
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea,5,"Natural sciences, mathematics and statistics",Prev_M,2
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea,6,Information and Communication Technologies (ICTs),Neutri,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea,7,"Engineering, manufacturing and construction",Prev_M,3
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea,9,Health and welfare,Neutri,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea,9,Health and welfare,Prev_F,3
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale,2,Arts and humanities,Neutri,3
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale,2,Arts and humanities,Prev_F,6
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale,2,Arts and humanities,Prev_M,2
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",Neutri,2
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_F,5
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale,3,"Social sciences, journalism and information",Prev_M,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale,4,"Business, administration and law",Neutri,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale,4,"Business, administration and law",Prev_F,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Neutri,4
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_F,2
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",Prev_M,2
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale,7,"Engineering, manufacturing and construction",Neutri,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale,7,"Engineering, manufacturing and construction",Prev_M,6
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale,9,Health and welfare,Neutri,2
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,2,Arts and humanities,Prev_M,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",Prev_F,1
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",Neutri,2
2021/2022,01801,Pavia - Universita' degli studi,Lombardia,Laurea Magistrale Ciclo Unico,9,Health and welfare,Neutri,2
