ANNO,CODICE_ATENEO,NOME_ATENEO,REGIONE,GRADE,GENERE,CLASSE_ETA',N_AcStaff
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,M,35 - 44,33
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,B,M,>= 55,3
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,M,45 - 54,5
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,B,F,35 - 44,5
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,B,F,>= 55,3
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,A,M,45 - 54,17
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,A,M,35 - 44,9
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,A,M,>= 55,27
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,A,F,45 - 54,4
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,A,F,35 - 44,1
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,B,M,35 - 44,15
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,D,M,45 - 54,2
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,D,F,45 - 54,7
2024,05201,Siena - Universita' degli studi,Toscana,B,F,45 - 54,65
2024,05201,Siena - Universita' degli studi,Toscana,B,F,35 - 44,15
2024,05201,Siena - Universita' degli studi,Toscana,B,F,>= 55,63
2024,05201,Siena - Universita' degli studi,Toscana,A,M,45 - 54,23
2024,05201,Siena - Universita' degli studi,Toscana,A,M,35 - 44,3
2024,05201,Siena - Universita' degli studi,Toscana,A,M,>= 55,132
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,C,M,>= 55,1
2024,05201,Siena - Universita' degli studi,Toscana,A,F,>= 55,40
2024,05002,Pisa - Scuola normale superiore,Toscana,D,M,35 - 44,19
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,D,M,35 - 44,38
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,D,M,>= 55,1
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,D,M,< 35,118
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,D,F,45 - 54,6
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,D,F,35 - 44,27
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,D,F,>= 55,2
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,D,F,< 35,96
2024,05201,Siena - Universita' degli studi,Toscana,A,F,45 - 54,6
2024,05001,Pisa - Universita',Toscana,D,F,>= 55,3
2024,05002,Pisa - Scuola normale superiore,Toscana,A,M,45 - 54,2
2024,05002,Pisa - Scuola normale superiore,Toscana,A,M,>= 55,26
2024,05002,Pisa - Scuola normale superiore,Toscana,A,F,>= 55,5
2024,05001,Pisa - Universita',Toscana,D,M,45 - 54,9
2024,05001,Pisa - Universita',Toscana,D,M,35 - 44,83
2024,05001,Pisa - Universita',Toscana,D,M,>= 55,6
2024,05001,Pisa - Universita',Toscana,D,M,< 35,283
2024,05003,"Pisa - Scuola superiore studi universitari e perfezionamento ""S. Anna""",Toscana,A,F,>= 55,6
2024,05001,Pisa - Universita',Toscana,D,F,35 - 44,64
2024,05002,Pisa - Scuola normale superiore,Toscana,B,M,>= 55,4
2024,05001,Pisa - Universita',Toscana,D,F,< 35,238
2024,05001,Pisa - Universita',Toscana,C,M,45 - 54,43
2024,05001,Pisa - Universita',Toscana,C,M,35 - 44,151
2024,05001,Pisa - Universita',Toscana,C,M,>= 55,40
2024,05001,Pisa - Universita',Toscana,C,M,< 35,74
2024,05001,Pisa - Universita',Toscana,C,F,45 - 54,26
2024,05001,Pisa - Universita',Toscana,C,F,35 - 44,98
2024,05001,Pisa - Universita',Toscana,D,F,45 - 54,16
2024,05002,Pisa - Scuola normale superiore,Toscana,C,M,>= 55,2
2024,05201,Siena - Universita' degli studi,Toscana,B,M,45 - 54,77
2024,05002,Pisa - Scuola normale superiore,Toscana,D,M,>= 55,1
2024,05002,Pisa - Scuola normale superiore,Toscana,D,M,< 35,64
2024,05002,Pisa - Scuola normale superiore,Toscana,D,F,45 - 54,2
2024,05002,Pisa - Scuola normale superiore,Toscana,D,F,35 - 44,20
2024,05002,Pisa - Scuola normale superiore,Toscana,D,F,>= 55,1
2024,05002,Pisa - Scuola normale superiore,Toscana,D,F,< 35,40
2024,05002,Pisa - Scuola normale superiore,Toscana,B,F,>= 55,1
2024,05002,Pisa - Scuola normale superiore,Toscana,C,M,35 - 44,10
2024,05002,Pisa - Scuola normale superiore,Toscana,B,F,45 - 54,8
2024,05002,Pisa - Scuola normale superiore,Toscana,C,M,< 35,5
2024,05002,Pisa - Scuola normale superiore,Toscana,C,F,45 - 54,2
2024,05002,Pisa - Scuola normale superiore,Toscana,C,F,35 - 44,6
2024,05002,Pisa - Scuola normale superiore,Toscana,C,F,>= 55,2
2024,05002,Pisa - Scuola normale superiore,Toscana,C,F,< 35,1
2024,05002,Pisa - Scuola normale superiore,Toscana,B,M,45 - 54,14
2024,05002,Pisa - Scuola normale superiore,Toscana,B,M,35 - 44,5
2024,05002,Pisa - Scuola normale superiore,Toscana,D,M,45 - 54,6
2024,05002,Pisa - Scuola normale superiore,Toscana,C,M,45 - 54,1
2024,05401,Perugia - Universita' degli studi,Umbria,B,M,>= 55,132
2024,05201,Siena - Universita' degli studi,Toscana,B,M,>= 55,91
2024,05401,Perugia - Universita' degli studi,Umbria,C,M,>= 55,32
2024,05401,Perugia - Universita' degli studi,Umbria,C,M,< 35,12
2024,05401,Perugia - Universita' degli studi,Umbria,C,F,45 - 54,39
2024,05401,Perugia - Universita' degli studi,Umbria,C,F,35 - 44,44
2024,05401,Perugia - Universita' degli studi,Umbria,C,F,>= 55,45
2024,05401,Perugia - Universita' degli studi,Umbria,C,F,< 35,10
2024,05401,Perugia - Universita' degli studi,Umbria,C,M,45 - 54,24
2024,05401,Perugia - Universita' degli studi,Umbria,B,M,35 - 44,31
2024,05401,Perugia - Universita' degli studi,Umbria,D,F,< 35,114
2024,05401,Perugia - Universita' degli studi,Umbria,B,F,45 - 54,95
2024,05401,Perugia - Universita' degli studi,Umbria,B,F,35 - 44,29
2024,05401,Perugia - Universita' degli studi,Umbria,B,F,>= 55,91
2024,05401,Perugia - Universita' degli studi,Umbria,A,M,45 - 54,19
2024,05401,Perugia - Universita' degli studi,Umbria,A,M,35 - 44,2
2024,05401,Perugia - Universita' degli studi,Umbria,A,M,>= 55,132
2024,05401,Perugia - Universita' degli studi,Umbria,A,F,45 - 54,6
2024,05401,Perugia - Universita' degli studi,Umbria,B,M,45 - 54,120
2024,05403,Perugia - Universita' per stranieri,Umbria,A,F,>= 55,5
2024,00101,Torino - Universita' degli studi,Piemonte,A,F,>= 55,156
2024,05403,Perugia - Universita' per stranieri,Umbria,B,M,45 - 54,8
2024,05403,Perugia - Universita' per stranieri,Umbria,B,M,35 - 44,2
2024,05403,Perugia - Universita' per stranieri,Umbria,B,M,>= 55,6
2024,05403,Perugia - Universita' per stranieri,Umbria,B,F,45 - 54,3
2024,05403,Perugia - Universita' per stranieri,Umbria,B,F,>= 55,8
2024,05403,Perugia - Universita' per stranieri,Umbria,A,M,45 - 54,3
2024,05401,Perugia - Universita' degli studi,Umbria,C,M,35 - 44,49
2024,05403,Perugia - Universita' per stranieri,Umbria,A,F,45 - 54,2
2024,05202,Siena - Universita' per stranieri,Toscana,D,M,45 - 54,2
2024,05401,Perugia - Universita' degli studi,Umbria,D,M,45 - 54,8
2024,05401,Perugia - Universita' degli studi,Umbria,D,M,35 - 44,34
2024,05401,Perugia - Universita' degli studi,Umbria,D,M,>= 55,3
2024,05401,Perugia - Universita' degli studi,Umbria,D,M,< 35,92
2024,05401,Perugia - Universita' degli studi,Umbria,D,F,45 - 54,10
2024,05401,Perugia - Universita' degli studi,Umbria,D,F,35 - 44,51
2024,05401,Perugia - Universita' degli studi,Umbria,D,F,>= 55,4
2024,05403,Perugia - Universita' per stranieri,Umbria,A,M,>= 55,7
2024,05201,Siena - Universita' degli studi,Toscana,C,M,45 - 54,18
2024,05202,Siena - Universita' per stranieri,Toscana,A,M,>= 55,6
2024,05202,Siena - Universita' per stranieri,Toscana,A,F,45 - 54,4
2024,05202,Siena - Universita' per stranieri,Toscana,A,F,>= 55,8
2024,05201,Siena - Universita' degli studi,Toscana,D,M,45 - 54,5
2024,05201,Siena - Universita' degli studi,Toscana,D,M,35 - 44,35
2024,05201,Siena - Universita' degli studi,Toscana,D,M,< 35,78
2024,05201,Siena - Universita' degli studi,Toscana,D,F,45 - 54,5
2024,05401,Perugia - Universita' degli studi,Umbria,A,F,35 - 44,1
2024,05201,Siena - Universita' degli studi,Toscana,D,F,< 35,94
2024,05202,Siena - Universita' per stranieri,Toscana,B,F,35 - 44,7
2024,05201,Siena - Universita' degli studi,Toscana,C,M,35 - 44,45
2024,05201,Siena - Universita' degli studi,Toscana,C,M,>= 55,28
2024,05201,Siena - Universita' degli studi,Toscana,C,M,< 35,25
2024,05201,Siena - Universita' degli studi,Toscana,C,F,45 - 54,24
2024,05201,Siena - Universita' degli studi,Toscana,C,F,35 - 44,37
2024,05201,Siena - Universita' degli studi,Toscana,C,F,>= 55,27
2024,05201,Siena - Universita' degli studi,Toscana,C,F,< 35,29
2024,05201,Siena - Universita' degli studi,Toscana,D,F,35 - 44,32
2024,05202,Siena - Universita' per stranieri,Toscana,C,M,< 35,1
2024,05001,Pisa - Universita',Toscana,B,M,45 - 54,170
2024,05202,Siena - Universita' per stranieri,Toscana,D,M,35 - 44,6
2024,05202,Siena - Universita' per stranieri,Toscana,D,M,>= 55,1
2024,05202,Siena - Universita' per stranieri,Toscana,D,M,< 35,5
2024,05202,Siena - Universita' per stranieri,Toscana,D,F,35 - 44,10
2024,05202,Siena - Universita' per stranieri,Toscana,D,F,< 35,18
2024,05202,Siena - Universita' per stranieri,Toscana,C,M,45 - 54,1
2024,05202,Siena - Universita' per stranieri,Toscana,A,M,45 - 54,2
2024,05202,Siena - Universita' per stranieri,Toscana,C,M,>= 55,1
2024,05202,Siena - Universita' per stranieri,Toscana,B,F,>= 55,9
2024,05202,Siena - Universita' per stranieri,Toscana,C,F,45 - 54,1
2024,05202,Siena - Universita' per stranieri,Toscana,C,F,35 - 44,5
2024,05202,Siena - Universita' per stranieri,Toscana,C,F,>= 55,3
2024,05202,Siena - Universita' per stranieri,Toscana,B,M,45 - 54,5
2024,05202,Siena - Universita' per stranieri,Toscana,B,M,35 - 44,6
2024,05202,Siena - Universita' per stranieri,Toscana,B,M,>= 55,4
2024,05202,Siena - Universita' per stranieri,Toscana,B,F,45 - 54,10
2024,05401,Perugia - Universita' degli studi,Umbria,A,F,>= 55,36
2024,05202,Siena - Universita' per stranieri,Toscana,C,M,35 - 44,4
2024,04301,Macerata - Universita' degli studi,Marche,C,F,45 - 54,18
2024,05001,Pisa - Universita',Toscana,C,F,>= 55,37
2024,04301,Macerata - Universita' degli studi,Marche,D,M,< 35,15
2024,04301,Macerata - Universita' degli studi,Marche,D,F,45 - 54,2
2024,04301,Macerata - Universita' degli studi,Marche,D,F,35 - 44,10
2024,04301,Macerata - Universita' degli studi,Marche,D,F,< 35,15
2024,04301,Macerata - Universita' degli studi,Marche,C,M,45 - 54,10
2024,04301,Macerata - Universita' degli studi,Marche,C,M,35 - 44,17
2024,04301,Macerata - Universita' degli studi,Marche,D,M,45 - 54,5
2024,04301,Macerata - Universita' degli studi,Marche,C,M,< 35,3
2024,04302,Camerino - Universita' degli studi,Marche,A,F,>= 55,15
2024,04301,Macerata - Universita' degli studi,Marche,C,F,35 - 44,12
2024,04301,Macerata - Universita' degli studi,Marche,C,F,>= 55,7
2024,04301,Macerata - Universita' degli studi,Marche,C,F,< 35,6
2024,04301,Macerata - Universita' degli studi,Marche,B,M,45 - 54,29
2024,04301,Macerata - Universita' degli studi,Marche,B,M,35 - 44,3
2024,04301,Macerata - Universita' degli studi,Marche,B,M,>= 55,20
2024,04301,Macerata - Universita' degli studi,Marche,B,F,45 - 54,44
2024,04301,Macerata - Universita' degli studi,Marche,C,M,>= 55,10
2024,04302,Camerino - Universita' degli studi,Marche,B,M,>= 55,47
2024,04302,Camerino - Universita' degli studi,Marche,C,M,35 - 44,22
2024,04302,Camerino - Universita' degli studi,Marche,C,M,>= 55,21
2024,04302,Camerino - Universita' degli studi,Marche,C,M,< 35,5
2024,04302,Camerino - Universita' degli studi,Marche,C,F,45 - 54,4
2024,04302,Camerino - Universita' degli studi,Marche,C,F,35 - 44,19
2024,04302,Camerino - Universita' degli studi,Marche,C,F,>= 55,20
2024,04302,Camerino - Universita' degli studi,Marche,C,F,< 35,1
2024,04301,Macerata - Universita' degli studi,Marche,D,M,35 - 44,11
2024,04302,Camerino - Universita' degli studi,Marche,B,M,35 - 44,11
2024,04301,Macerata - Universita' degli studi,Marche,B,F,< 35,1
2024,04302,Camerino - Universita' degli studi,Marche,B,F,45 - 54,16
2024,04302,Camerino - Universita' degli studi,Marche,B,F,35 - 44,11
2024,04302,Camerino - Universita' degli studi,Marche,B,F,>= 55,25
2024,04302,Camerino - Universita' degli studi,Marche,A,M,45 - 54,8
2024,04302,Camerino - Universita' degli studi,Marche,A,M,35 - 44,1
2024,04302,Camerino - Universita' degli studi,Marche,A,M,>= 55,48
2024,04302,Camerino - Universita' degli studi,Marche,A,F,45 - 54,4
2024,04302,Camerino - Universita' degli studi,Marche,B,M,45 - 54,32
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,A,M,35 - 44,5
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,C,F,>= 55,12
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,C,F,< 35,28
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,B,M,45 - 54,60
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,B,M,35 - 44,37
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,B,M,>= 55,64
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,B,F,45 - 54,62
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,B,F,35 - 44,27
2024,04301,Macerata - Universita' degli studi,Marche,B,F,35 - 44,11
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,A,M,45 - 54,25
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,C,M,< 35,25
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,A,M,>= 55,104
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,A,F,45 - 54,14
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,A,F,35 - 44,1
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,A,F,>= 55,34
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,D,M,45 - 54,2
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,D,M,35 - 44,17
2024,02301,Verona - Universita' degli studi,Veneto,C,M,35 - 44,48
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,B,F,>= 55,41
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,D,M,< 35,117
2024,04302,Camerino - Universita' degli studi,Marche,D,F,>= 55,2
2024,04301,Macerata - Universita' degli studi,Marche,A,M,45 - 54,12
2024,04301,Macerata - Universita' degli studi,Marche,A,M,35 - 44,2
2024,04301,Macerata - Universita' degli studi,Marche,A,M,>= 55,32
2024,04301,Macerata - Universita' degli studi,Marche,A,F,45 - 54,13
2024,04301,Macerata - Universita' degli studi,Marche,A,F,>= 55,19
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,D,M,45 - 54,4
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,C,F,35 - 44,36
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,D,M,>= 55,1
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,C,F,45 - 54,13
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,D,F,45 - 54,5
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,D,F,35 - 44,24
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,D,F,>= 55,3
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,D,F,< 35,127
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,C,M,45 - 54,18
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,C,M,35 - 44,53
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,C,M,>= 55,12
2024,04301,Macerata - Universita' degli studi,Marche,B,F,>= 55,27
2024,04201,Ancona - Universita' Politecnica delle Marche,Marche,D,M,35 - 44,34
2024,04801,Firenze - Universita' degli studi,Toscana,D,F,< 35,414
2024,04804,"Firenze - Universita' telematica ""Italian University line""",Toscana,B,F,35 - 44,3
2024,04804,"Firenze - Universita' telematica ""Italian University line""",Toscana,B,F,< 35,1
2024,04801,Firenze - Universita' degli studi,Toscana,D,M,45 - 54,18
2024,04801,Firenze - Universita' degli studi,Toscana,D,M,35 - 44,122
2024,04801,Firenze - Universita' degli studi,Toscana,D,M,>= 55,11
2024,04801,Firenze - Universita' degli studi,Toscana,D,M,< 35,336
2024,04801,Firenze - Universita' degli studi,Toscana,D,F,45 - 54,27
2024,04801,Firenze - Universita' degli studi,Toscana,C,F,< 35,25
2024,04801,Firenze - Universita' degli studi,Toscana,D,F,>= 55,9
2024,04804,"Firenze - Universita' telematica ""Italian University line""",Toscana,B,M,35 - 44,2
2024,04801,Firenze - Universita' degli studi,Toscana,C,M,45 - 54,43
2024,04801,Firenze - Universita' degli studi,Toscana,C,M,35 - 44,141
2024,04801,Firenze - Universita' degli studi,Toscana,C,M,>= 55,44
2024,04801,Firenze - Universita' degli studi,Toscana,C,M,< 35,50
2024,04801,Firenze - Universita' degli studi,Toscana,C,F,45 - 54,57
2024,04801,Firenze - Universita' degli studi,Toscana,C,F,35 - 44,113
2024,04302,Camerino - Universita' degli studi,Marche,C,M,45 - 54,10
2024,04801,Firenze - Universita' degli studi,Toscana,D,F,35 - 44,133
2024,05001,Pisa - Universita',Toscana,A,M,>= 55,238
2024,04101,"Urbino - Universita' degli studi ""Carlo Bo""",Marche,D,M,< 35,29
2024,05001,Pisa - Universita',Toscana,B,M,35 - 44,99
2024,05001,Pisa - Universita',Toscana,B,M,>= 55,173
2024,05001,Pisa - Universita',Toscana,B,M,< 35,1
2024,05001,Pisa - Universita',Toscana,B,F,45 - 54,125
2024,05001,Pisa - Universita',Toscana,B,F,35 - 44,63
2024,05001,Pisa - Universita',Toscana,B,F,>= 55,118
2024,04804,"Firenze - Universita' telematica ""Italian University line""",Toscana,B,F,45 - 54,1
2024,05001,Pisa - Universita',Toscana,A,M,35 - 44,6
2024,04804,"Firenze - Universita' telematica ""Italian University line""",Toscana,B,M,>= 55,2
2024,05001,Pisa - Universita',Toscana,A,F,45 - 54,26
2024,05001,Pisa - Universita',Toscana,A,F,35 - 44,2
2024,05001,Pisa - Universita',Toscana,A,F,>= 55,91
2024,04804,"Firenze - Universita' telematica ""Italian University line""",Toscana,C,M,45 - 54,3
2024,04804,"Firenze - Universita' telematica ""Italian University line""",Toscana,C,M,< 35,1
2024,04804,"Firenze - Universita' telematica ""Italian University line""",Toscana,C,F,35 - 44,3
2024,04804,"Firenze - Universita' telematica ""Italian University line""",Toscana,B,M,45 - 54,1
2024,04801,Firenze - Universita' degli studi,Toscana,B,M,45 - 54,231
2024,05001,Pisa - Universita',Toscana,A,M,45 - 54,106
2024,04601,Lucca - Scuola IMT Alti Studi,Toscana,A,M,>= 55,3
2024,04601,Lucca - Scuola IMT Alti Studi,Toscana,C,F,45 - 54,1
2024,04601,Lucca - Scuola IMT Alti Studi,Toscana,C,F,35 - 44,3
2024,04601,Lucca - Scuola IMT Alti Studi,Toscana,C,F,< 35,4
2024,04601,Lucca - Scuola IMT Alti Studi,Toscana,B,M,45 - 54,3
2024,04601,Lucca - Scuola IMT Alti Studi,Toscana,B,M,35 - 44,8
2024,04601,Lucca - Scuola IMT Alti Studi,Toscana,B,F,45 - 54,2
2024,04601,Lucca - Scuola IMT Alti Studi,Toscana,B,F,35 - 44,2
2024,04801,Firenze - Universita' degli studi,Toscana,C,F,>= 55,50
2024,04601,Lucca - Scuola IMT Alti Studi,Toscana,A,M,35 - 44,2
2024,04601,Lucca - Scuola IMT Alti Studi,Toscana,C,M,45 - 54,8
2024,04601,Lucca - Scuola IMT Alti Studi,Toscana,A,F,45 - 54,2
2024,04601,Lucca - Scuola IMT Alti Studi,Toscana,A,F,>= 55,1
2024,04302,Camerino - Universita' degli studi,Marche,D,M,45 - 54,1
2024,04302,Camerino - Universita' degli studi,Marche,D,M,35 - 44,21
2024,04302,Camerino - Universita' degli studi,Marche,D,M,< 35,33
2024,04302,Camerino - Universita' degli studi,Marche,D,F,35 - 44,11
2024,05001,Pisa - Universita',Toscana,C,F,< 35,47
2024,04601,Lucca - Scuola IMT Alti Studi,Toscana,A,M,45 - 54,9
2024,04801,Firenze - Universita' degli studi,Toscana,A,F,45 - 54,23
2024,04801,Firenze - Universita' degli studi,Toscana,B,M,35 - 44,69
2024,04801,Firenze - Universita' degli studi,Toscana,B,M,>= 55,215
2024,04801,Firenze - Universita' degli studi,Toscana,B,M,< 35,1
2024,04801,Firenze - Universita' degli studi,Toscana,B,F,45 - 54,148
2024,04801,Firenze - Universita' degli studi,Toscana,B,F,35 - 44,48
2024,04801,Firenze - Universita' degli studi,Toscana,B,F,>= 55,187
2024,04801,Firenze - Universita' degli studi,Toscana,A,M,45 - 54,47
2024,04601,Lucca - Scuola IMT Alti Studi,Toscana,C,M,< 35,10
