ANNO,AteneoCOD,AteneoNOME,AteneoREGIONE,CorsoTIPO,COD_FoET2013,DESC_FoET2013,Genere,ISC
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,2,Arts and humanities,M,5
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,1720
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,856
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",F,449
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",M,275
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,2842
2023/2024,08201,Palermo - Universita' degli studi,Sicilia,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,1770
2023/2024,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea,3,"Social sciences, journalism and information",F,43
2023/2024,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea,3,"Social sciences, journalism and information",M,5
2023/2024,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea,9,Health and welfare,F,141
2023/2024,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea,9,Health and welfare,M,16
2023/2024,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea Magistrale,2,Arts and humanities,F,23
2023/2024,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea Magistrale,2,Arts and humanities,M,3
2023/2024,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea Magistrale,9,Health and welfare,F,85
2023/2024,08003,Reggio Calabria - Universita' per Stranieri,Calabria,Laurea Magistrale,9,Health and welfare,M,13
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,1,Education,F,315
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,1,Education,M,25
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,2,Arts and humanities,F,168
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,2,Arts and humanities,M,68
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,3,"Social sciences, journalism and information",F,238
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,3,"Social sciences, journalism and information",M,287
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,5,"Natural sciences, mathematics and statistics",F,3
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,5,"Natural sciences, mathematics and statistics",M,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,7,"Engineering, manufacturing and construction",F,172
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,7,"Engineering, manufacturing and construction",M,459
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,97
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,218
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,1,Education,F,8
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,1,Education,M,1
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,2,Arts and humanities,F,12
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,2,Arts and humanities,M,2
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,3,"Social sciences, journalism and information",F,63
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,3,"Social sciences, journalism and information",M,45
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,65
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,138
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",F,53
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale,8,"Agriculture, forestry, fisheries and veterinary",M,87
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale Ciclo Unico,1,Education,F,1047
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale Ciclo Unico,1,Education,M,37
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,453
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,214
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",F,282
2023/2024,08001,Reggio Calabria - Universita' degli studi Mediterranea,Calabria,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",M,190
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,3,"Social sciences, journalism and information",F,1080
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,3,"Social sciences, journalism and information",M,268
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,4,"Business, administration and law",F,387
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,4,"Business, administration and law",M,405
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,5,"Natural sciences, mathematics and statistics",F,370
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,5,"Natural sciences, mathematics and statistics",M,110
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,7,"Engineering, manufacturing and construction",F,144
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,7,"Engineering, manufacturing and construction",M,188
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,53
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,41
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,9,Health and welfare,F,1726
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea,9,Health and welfare,M,925
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,3,"Social sciences, journalism and information",F,250
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,3,"Social sciences, journalism and information",M,41
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,4,"Business, administration and law",F,92
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,4,"Business, administration and law",M,56
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,108
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,34
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,61
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,35
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,9,Health and welfare,F,179
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale,9,Health and welfare,M,116
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,642
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,309
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",F,2
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale Ciclo Unico,8,"Agriculture, forestry, fisheries and veterinary",M,3
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,1821
2023/2024,07901,"Catanzaro - Universita' degli studi ""Magna Grecia""",Calabria,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,1199
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,1,Education,F,1225
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,1,Education,M,72
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,2,Arts and humanities,F,2020
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,2,Arts and humanities,M,804
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,3,"Social sciences, journalism and information",F,933
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,3,"Social sciences, journalism and information",M,921
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,4,"Business, administration and law",F,632
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,4,"Business, administration and law",M,758
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,5,"Natural sciences, mathematics and statistics",F,1594
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,5,"Natural sciences, mathematics and statistics",M,1005
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,6,Information and Communication Technologies (ICTs),F,86
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,6,Information and Communication Technologies (ICTs),M,546
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,7,"Engineering, manufacturing and construction",F,834
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,7,"Engineering, manufacturing and construction",M,2584
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,9,Health and welfare,F,388
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea,9,Health and welfare,M,55
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,1,Education,F,265
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,1,Education,M,11
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,2,Arts and humanities,F,572
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,2,Arts and humanities,M,184
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,3,"Social sciences, journalism and information",F,302
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,3,"Social sciences, journalism and information",M,214
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,4,"Business, administration and law",F,243
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,4,"Business, administration and law",M,233
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",F,495
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,5,"Natural sciences, mathematics and statistics",M,293
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,6,Information and Communication Technologies (ICTs),F,15
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,6,Information and Communication Technologies (ICTs),M,87
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",F,369
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,7,"Engineering, manufacturing and construction",M,928
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,9,Health and welfare,F,99
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale,9,Health and welfare,M,12
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale Ciclo Unico,1,Education,F,1200
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale Ciclo Unico,1,Education,M,77
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale Ciclo Unico,2,Arts and humanities,F,18
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale Ciclo Unico,2,Arts and humanities,M,4
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",F,744
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale Ciclo Unico,4,"Business, administration and law",M,334
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",F,261
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale Ciclo Unico,7,"Engineering, manufacturing and construction",M,157
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale Ciclo Unico,9,Health and welfare,F,1100
2023/2024,07801,Arcavacata di Rende - Universita' della Calabria,Calabria,Laurea Magistrale Ciclo Unico,9,Health and welfare,M,359
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,1,Education,F,376
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,1,Education,M,26
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,2,Arts and humanities,F,325
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,2,Arts and humanities,M,158
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,3,"Social sciences, journalism and information",F,6
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,3,"Social sciences, journalism and information",M,3
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,4,"Business, administration and law",F,253
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,4,"Business, administration and law",M,313
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,5,"Natural sciences, mathematics and statistics",F,265
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,5,"Natural sciences, mathematics and statistics",M,135
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,6,Information and Communication Technologies (ICTs),F,49
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,6,Information and Communication Technologies (ICTs),M,257
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,7,"Engineering, manufacturing and construction",F,130
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,7,"Engineering, manufacturing and construction",M,346
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,8,"Agriculture, forestry, fisheries and veterinary",F,140
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea,8,"Agriculture, forestry, fisheries and veterinary",M,159
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea Magistrale,2,Arts and humanities,F,99
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea Magistrale,2,Arts and humanities,M,60
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea Magistrale,3,"Social sciences, journalism and information",F,106
2023/2024,07601,Potenza - Universita' degli studi della Basilicata,Basilicata,Laurea Magistrale,3,"Social sciences, journalism and information",M,58
